Title,Teks,Media,Label,Link;;;;;;;;
Nilai pasar adalah perkiraan harga jual si pemain yang berdasarkan performa di lapangan. Andai si pemain terus tampil bagus dan bebas dari cedera, harganya bisa terus naik. Sebaliknya, jika si pemain tampil mandek dan dihantam badai cedera maka harganya bisa turun.;;;;;;;;
Jay Idzes merupakan pemain keenam dengan nilai pasar tertinggi di Venezia. Dirinya turut masuk tiga besar pemain Timnas Indonesia dengan nilai pasar tertinggi.;;;;;;;;
Simak juga Video Pesan Jay Idzes untuk STY: Terima Kasih, Kita Sudah Menulis Sejarah;;;;;;;;
"[Gambas:Video 20detik]"",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/liga-indonesia/d-7733393/nilai-pasar-jay-idzes-naik-terus-nih";;;;;;;;
"Alasan Patrick Kluivert Ngebet Datangkan Jairo Riedewald ke Timnas Indonesia, Diharapkan Bisa Main Melawan Australia,""Liputan6.com, Jakarta - Patrick Kluivert membeberkan alasan mengapa mendahulukan Jairo Riedewald dalam proses naturalisasi untuk memperkuat timnas Indonesia. Sosok yang baru ditunjuk sebagai nakhoda Skuad Garuda itu mengaku sektor tengah sebagai pos yang masih perlu tambahan amunisi.";;;;;;;;
Kluivert menuturkan hal tersebut dalam program Patrick Kluivert Bicara di Liputan6 SCTV yang dipandu Glen Joshua dan Azizah Hanum;;;;;;;;
Baca Juga;;;;;;;;
"Tayangan ini bisa disaksikan di YouTube Liputan6 SCTV melalui tautan berikut ini. """"Saya rasa di belakang dan depan kita baik-baik saja. Mungkin di lini tengah kami butuh, karena itulah saya sebut Jairo Riedewald,"""" ucap Kluivert.";;;;;;;;
Advertisement;;;;;;;;
"Mungkin juga di lini depan. Namun di belakang, saya rasa kita sudah memiliki banyak pemain bertahan yang baik,"""" sambungnya.";;;;;;;;
Raidewald biasa beroperasi gelandang bertahan. Sosok berusia 28 tahun tersebut bakal menambah kedalaman skuad Indonesia yang sudah memiliki Ivar Jenner, Thom Haye, Nathan Tjoe-A-On, hingga Ricky Kambuaya.;;;;;;;;
Kluivert menyebut proses naturalisasi Riedewald tengah berjalan. Sosok berusia 48 tahun itu pun mengaku sang pemain sangat antusias membela timnas Indonesia.;;;;;;;;
Dia berharap proses naturalisasi berjalan lancar sehingga Riedewald bisa tampil pada laga selanjutnya melawan Australia, 20 Maret mendatang.;;;;;;;;
"Jairo sudah kami dekati dan prosesnya masih berlangsung. Dia sangat bersemangat jadi bagian perjalanan ini. Dia sangat ingin bergabung, semoga Maret nanti,"""" ungkap Kluivert.";;;;;;;;
Dengan kehadiran Riedewald, Kluivert berharap bisa mewujudkan mimpi membawa timnas Indonesia lolos ke Piala Dunia 2026. Dengan bantuan para asisten, dia ingin membahagiakan suporter yang sudah memberikan dukungan penuh bagi Skuad Garuda.;;;;;;;;
"Kami datang tidak untuk membuang waktu siapa pun. Kami akan memberikan yang terbaik untuk lolos ke Piala Dunia. Itulah target jangka pendek. Kami ingin memberikan kebahagiaan kepada suporter karena berada di belakang tim dan mendukung mewujudkan itu,"""" kata Kluivert.";;;;;;;;
Timnas Indonesia saat ini berada di ronde ketiga kualifikasi Piala Dunia 2026 zona Asia. Dengan raihan enam angka, Jay Idzes dan kawan-kawan hanya tertinggal dari Jepang (16 poin) dan Australia (7 poin).;;;;;;;;
Tersisa empat pertandingan, Indonesia harus masuk zona dua besar untuk lolos otomatis ke turnamen di Amerika Serikat, Kanada, dan Meksiko. Sementara peringkat 3-4 masih memiliki kesempatan melaju pada putaran keempat kualifikasi.;;;;;;;;
Demi meraih hasil semaksimal mungkin, Kluivert akan memaksimalkan seluruh sumber daya yang ada. Dia pun berencana meracik komposisi terbaik dari pemain diaspora dan lokal.;;;;;;;;
"Saya tidak hanya akan memilih pemain Eropa atau pemain lokal. Tim ini akan memadukan keduanya. Kami memiliki visi dan misi yang sama. Dan semuanya harus bersatu,"""" tegas Kluivert."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5882557/alasan-patrick-kluivert-ngebet-datangkan-jairo-riedewald-ke-timnas-indonesia-diharapkan-bisa-main-melawan-australia";;;;;;;;
"Ketika Patrick Kluivert Mendengar Tanah Airku untuk Pertama Kali, Lagu Kebanggaan Timnas Indonesia,""Liputan6.com, Jakarta - PSSI mempresentasikan Patrick Kluivert sebagai pelatih timnas Indonesia di Hotel Mulia, Minggu (12/1/2025) sore WIB. Sesi perkenalan Kluivert berlangsung dengan sangat meriah.";;;;;;;;
Sekitar 200 jurnalis hadir untuk meliput acara tersebut, termasuk beberapa di antaranya yang datang langsung dari Belanda.;;;;;;;;
Baca Juga;;;;;;;;
"Selama sesi konferensi pers, terdapat beberapa momen menarik yang terjadi. Salah satu yang paling berkesan adalah ketika Kluivert merasakan untuk pertama kalinya lagu """"Tanah Airku"""".";;;;;;;;
Advertisement;;;;;;;;
Momen tersebut terjadi di akhir konferensi pers, di mana Andien, sebagai bintang tamu, menyanyikan lagu tersebut. Suasana semakin hangat saat Patrick Kluivert yang didampingi oleh Denny Landzaat dan Erick Thohir, duduk di barisan depan untuk menikmati penampilan lagu yang sangat berarti itu.;;;;;;;;
"Lagu """"Tanah Airku"""" telah menjadi simbol yang sangat penting bagi Timnas Indonesia dalam beberapa waktu terakhir. Lagu ini sering diputar dan dinyanyikan oleh para pemain serta para pendukung Tim Garuda setelah pertandingan berlangsung.";;;;;;;;
Suasana yang tercipta saat lagu ini dinyanyikan sangat dinikmati oleh para pemain. Hal ini juga dirasakan oleh pemain-pemain diaspora seperti Jay Idzes, Ragnar Oratmangoen, Maarten Paes, dan lainnya. Mereka merasakan kebanggaan yang mendalam saat melantunkan lagu tersebut.;;;;;;;;
"Patrick Kluivert, mantan pemain legendaris, juga akan segera merasakan momen berharga ketika lagu """"Tanah Airku"""" dinyanyikan di stadion. Ia akan bergabung dengan Timnas Indonesia dalam waktu dekat, dan pengalaman ini pastinya akan menjadi kenangan yang tak terlupakan.";;;;;;;;
Patrick Kluivert menegaskan kesiapannya untuk memenuhi target yang diberikan kepadanya, yaitu membawa Timnas Indonesia menuju Piala Dunia 2026. Ia yakin bahwa tim dan para pemain memiliki semangat yang sama untuk mencapai tujuan tersebut.;;;;;;;;
"“Saya akan berusaha merealisasikan tujuan kami. Saya melihat pemain dan tim memiliki ambisi sama,” ungkap Patrick Kluivert. Ia juga menambahkan, “Target pertama adalah langsung memberikan efek positif pada empat pertandingan tersisa pada kualifikasi Piala Dunia 2026.”"",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5878352/ketika-patrick-kluivert-mendengar-tanah-airku-untuk-pertama-kali-lagu-kebanggaan-timnas-indonesia";;;;;;;;
"Prediksi Liga Inggris Manchester United vs Southampton: Hindari Persaingan Degradasi,""Liputan6.com, Jakarta - Manchester United menjamu Southampton pada lanjutan Liga Inggris 2024/2025 di Old Trafford, Jumat (17/1/2025) pukul 03.00 WIB. Pertandingan bisa Anda saksikan melalui streaming Vidio.";;;;;;;;
Setan Merah baru saja memetik hasil kredibel melawan Liverpool dan Arsenal. Mereka sempat unggul atas The Reds yang sedang memuncaki klasemen Liga Inggris dan bahkan nyaris memenangkan laga.;;;;;;;;
Baca Juga;;;;;;;;
Pasukan Bruno Amorim lalu mengimbangi Arsenal meski bermain 10 orang pada babak ketiga Piala FA, sebelum berjaya melalui adu penalti.;;;;;;;;
Advertisement;;;;;;;;
Ditambah kemenangan atas Manchester City bulan lalu, MU sudah menunjukkan semangat bertarung saat menghadapi tim besar. Kini mereka harus memiliki motivasi serupa saat bertemu penghuni dasar klasemen Premier League.;;;;;;;;
Menghadapi tim yang hanya sekali menang di 20 laga, tumbang 16 kali, serta baru memiliki enam poin, tidak ada alasan bagi MU untuk gagal membawa pulang hasil positif.;;;;;;;;
Jika kembali gagal, Bruno Fernandes dan kawan-kawan harus siap terlibat persaingan menghindari degradasi seperti yang Amorim pernah ucapkan.;;;;;;;;
Lihat perkiraan pemain, rekor pertemuan, perbandingan performa, dan dapatkan link live streaming Liga Inggris Manchester United vs Southampton di halaman berikut:;;;;;;;;
Manchester United (3-4-2-1): Onana; De Ligt, Maguire, Martinez; Malacia, Ugarte, Mainoo, Mazraoui; Garnacho, Fernandes; Hojlund;;;;
Southampton (3-4-1-2): Ramsdale; Harwood-Bellis, Bednarek, Wood; Walker-Peters, Ugochukwu, Fernandes, Manning; Dibling; Onuachu, Sulemana;;;;
14/09/2024: Southampton vs Manchester United 0-3;;;;;;;;
12/03/2023: Manchester United vs Southampton 0-0;;;;;;;;
27/08/2022: Southampton vs Manchester United 0-1;;;;;;;;
12/02/2022: Manchester United vs Southampton 1-1;;;;;;;;
22/08/2021: Southampton vs Manchester United 1-1;;;;;;;;
12/01/2025: Arsenal vs Manchester United 1-1;;;;;;;;
05/01/2025: Liverpool vs Manchester United 2-2;;;;;;;;
31/12/2024: Manchester United vs Newcastle United 0-2;;;;;;;;
27/12/2024: Wolverhampton vs Manchester United 2-0;;;;;;;;
22/12/2024: Manchester United vs Bournemouth 0-3;;;;;;;;
12/01/2025: Southampton vs Swansea City 3-0;;;;;;;;
04/01/2025: Southampton vs Brentford 0-5;;;;;;;;
29/12/2024: Crystal Palace vs Southampton 2-1;;;;;;;;
26/12/2024: Southampton vs West Ham United 0-1;;;;;;;;
22/12/2024: Fulham vs Southampton 0-0;;;;;;;;
"Link live streaming Liga Inggris Manchester United vs Southampton, klik di sini..."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5882697/prediksi-liga-inggris-manchester-united-vs-southampton-hindari-persaingan-degradasi";;;;;;;;
"Boaz Solossa Sambut Baik Kedatangan Patrick Kluivert di Timnas Indonesia,""Liputan6.com, Jakarta- Boaz Solossa, sosok legendaris dalam dunia sepak bola Indonesia, memberikan tanggapan positif terhadap kehadiran Patrick Kluivert sebagai pelatih baru Timnas Indonesia.";;;;;;;;
Dalam pernyataannya, Boaz menyoroti peran Kluivert yang kini menjabat sebagai pelatih Timnas Indonesia setelah sukses membawa Persipura Jayapura meraih kemenangan 3-0 melawan tuan rumah Persipal FC dalam pertandingan Pegadaian Liga 2 2024/2025 pada 11 Januari 2025.;;;;;;;;
PSSI telah resmi mengangkat Kluivert sebagai pengganti Shin Tae-yong di Timnas Indonesia. Pelatih asal Belanda ini akan menjalani kontrak selama dua tahun, dengan opsi perpanjangan yang sama lamanya.;;;;;;;;
Advertisement;;;;;;;;
"Dengan datangnya coach Patrick Kluivert, dia pasti akan bermain dengan gaya dia,"""" kata Boaz seperti yang dikutip dari YouTube Kompas TV.";;;;;;;;
"Perubahan pasti akan terjadi dalam metode yang diterapkan oleh Shin Tae-yong. Hal ini dikarenakan setiap pelatih memiliki cara dan filosofi yang unik dalam mengelola tim. """"Semoga dia datang membawa angin segar,"""" ungkap Kluivert.";;;;;;;;
Dalam konteks ini, Boaz menyatakan dukungan penuhnya kepada Kluivert dalam upaya Timnas Indonesia untuk mencapai Piala Dunia 2026 yang akan diadakan di Kanada, Meksiko, dan Amerika Serikat.;;;;;;;;
"Boaz menegaskan, """"Siapa pun yang melatih Timnas Indonesia, kami sebagai mantan pemain akan selalu memberikan dukungan penuh untuk Timnas Indonesia.""""";;;;;;;;
"Ia menambahkan, """"Harapan kami sama, agar Timnas Indonesia bisa lolos ke Piala Dunia 2026.""""";;;;;;;;
Pernyataan tersebut menunjukkan komitmen dan harapan besar dari Boaz, yang memiliki 48 caps dan mencetak 14 gol untuk Timnas Indonesia selama periode 2004-2018, untuk melihat tim nasional meraih kesuksesan di pentas dunia.;;;;;;;;
"Di saat ini, Tim Nasional Indonesia berada di posisi ketiga dalam klasemen sementara Grup C pada putaran ketiga Kualifikasi Piala Dunia 2026 untuk Zona Asia. Tim yang dikenal dengan nama Garuda tersebut hanya terpaut satu poin dari Tim Nasional Australia yang berada di peringkat kedua, yang menjadi syarat untuk lolos langsung ke putaran final."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5881545/boaz-solossa-sambut-baik-kedatangan-patrick-kluivert-di-timnas-indonesia";;;;;;;;
"Ucapkan Terima Kasih ke Shin Tae-yong, Erick Thohir: Mari Sambut Patrick Kluivert di Timnas Indonesia,""Liputan6.com, Jakarta - Ketua Umum PSSI, Erick Thohir menyampaikan rasa terima kasihnya kepada Shin Tae-yong usai menjabat sebagai pelatih Timnas Indonesia. Sosok yang juga menjabat sebagai Menteri BUMN itu lalu mengucapkan selamat datang kepada nakhoda anyar Patrick Kluivert.";;;;;;;;
"Terima kasih coach Shin Tae-yong untuk segalanya yang telah kamu lakukan untuk Timnas Indonesia,"""" tulis Erick Thohir melalui akun Instagram pribadi, Sabtu (11/1/2025).";;;;;;;;
Baca Juga;;;;;;;;
"Sekarang, ini waktunya untuk menyambut coach Patrick Kluivert saat kita memulai babak baru dalam sepak bola Indonesia,"""" tegasnya.";;;;;;;;
Advertisement;;;;;;;;
Pada hari yang sama, Shin Tae-yong juga bicara usai dberhentikan sebagai pelatih timnas Indonesia. Melalui akun resmi Instagram, sosok asal Korea Selatan itu mengucapkan terima kasih kepada PSSI dan Ketua Umum Erick Thohir.;;;;;;;;
"Salam hormat dan hangat, saya Shin Tae-yong. Pertama, saya ingin mengucapkan terima kasih kepada Erick Thohir, presiden asosiasi, yang telah memberikan dukungan yang luar biasa kepada tim perwakilan Indonesia dalam posisi ini. Jika bukan karena Bapak Presiden, kita tidak akan pernah mencapai posisi kita sekarang,"""" tulis Shin Tae-yong.";;;;;;;;
"Saya ingin mengucapkan terima kasih kepada Asosiasi PSSI. Terima kasih banyak atas bantuan dan dukungannya. Saya juga ingin mengucapkan terima kasih kepada para pelatih. Ada banyak situasi yang sulit dan sulit, tetapi saya tahu bahwa saya selalu bekerja sama dengan para pemain untuk mendapatkan hasil yang baik.""""";;;;;;;;
"Terima kasih dan rasa terima kasih yang sebesar-besarnya kepada para pemain dari tim perwakilan. Kita harus lolos ke Piala Dunia 2026. Harapan saya adalah agar para pemain bisa tampil di panggung Piala Dunia,"""" kata Shin Tae-yong.";;;;;;;;
"Tidak lupa, Shin Tae-yong juga mengucapkan terima kasih kepada seluruh masyarakat Indonesia yang telah mencintai dan memberikan dukungan. """"Saya akan selalu mengingat kehangatan hati dan dukungan yang kalian berikan kepada saya,"""" katanya.";;;;;;;;
Erick Thohir sebelumnya menjelaskan bila hubungannya dengan STY sangat baik. Namun, demi kepentingan besar sepak bola Indonesia Erick terpaksa mengambil langkah berani mengganti pelatih.;;;;;;;;
Karena hubungan yang masih terjaga baik, Erick Thohir tak mau menggambarkan secara gamblang permasalahan apa yang terjadi di dalam tim karena bisa mendiskreditkan STY.;;;;;;;;
"STY itu berjasa loh dan saya hubungannya baik loh. Apa yang gak saya support, charter flight saya support, fasilitas saya support ya jumlah asisten pelatih 9 orang semua saya support. Saya support tapi ketika waktu nya tiba ya sudah saatnya. Tapi kalau saya mesti terjebak di polemik yang mendiskreditkan coach Shin enggaklah,"""" kata Erick Thohir.";;;;;;;;
"Dia sahabat saya. Saya makan bawa istrinya semua gitu tapi saya harus profesional saya tidak boleh jatuh cinta dengan siapapun karena tadi ada misi yang harus diselesaikan ya tadi mimpinya kita semua,"""" tutur Erick."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5877619/ucapkan-terima-kasih-ke-shin-tae-yong-erick-thohir-mari-sambut-patrick-kluivert-di-timnas-indonesia";;;;;;;;
"Luis Estrela yakin Timnas Futsal Putri mampu hadapi Hong Kong,""Yogyakarta (ANTARA) - Pelatih Tim Nasional (Timnas) Futsal Putri Indonesia Luis Estrela meyakini anak asuhnya memiliki kekuatan memadai untuk menghadapi Timnas Hong Kong pada laga pamungkas Grup B Kualifikasi Piala Asia Futsal Putri 2025 di GOR Amongrogo, Kota Yogyakarta, Minggu (19/1).";;;;;;;;
"Hong Kong punya tim yang bagus, tapi kami siap bertarung. Kami siap mengerahkan segala kekuatan yang kami miliki di lapangan,"""" ujar Luis saat konferensi pers di GOR Amongrogo, Kota Yogyakarta, Jumat.";;;;;;;;
Menurut Luis, kemenangan telak Timnas Futsal Putri Indonesia atas India pada laga kedua, merupakan pencapaian penting untuk lolos ke Piala Asia Futsal Putri 2025.;;;;;;;;
Baca juga: Menang dari India, timnas futsal putri lolos ke Piala Asia 2025;;;;;;;;
Meski di menit awal sempat kesulitan menembus pertahanan India, permainan maksimal skuad Indonesia akhirnya mampu membuahkan kemenangan dengan mencetak gol secara bertubi-tubi.;;;;;;;;
Namun, juru taktik asal Portugal itu memprediksi laga melawan Hong Kong bakal sedikit berbeda dari pertandingan sebelumnya.;;;;;;;;
"Secara tensi juga akan cukup tinggi, meski kedua tim sudah memastikan lolos. Tetapi kami akan berjuang maksimal untuk meraih kemenangan. Sebab ini akan menentukan siapa yang menjadi juara grup B,"""" ujar dia.";;;;;;;;
Dengan kondisi fisik tim yang baik dan solid, dia meyakini Timnas Futsal Putri Indonesia mampu menghadapi Hong Kong laiknya pencapaian kala menumbangkan India, juga Kirgistan saat laga perdana.;;;;;;;;
Baca juga: Timnas Futsal Putri Indonesia tumbangkan India 6-0;;;;;;;;
Anchor Timnas Futsal Putri Indonesia Novita Murni mengakui timnya sempat kesulitan menjebol gawang India di menit-menit awal, meski akhirnya mampu menguasai permainan.;;;;;;;;
Baginya, kemenangan gemilang melawan India dengan skor 6-0 menjadi motivasi kuat Garuda Pertiwi meladeni Hong Kong.;;;;;;;;
"Walaupun kita sudah bisa dinyatakan lolos, tapi kita akan bermain habis-habisan juga nanti di hari Minggu melawan Hong Kong,"""" ucap Novita.";;;;;;;;
Pada laga perdana, Rabu (15/1) Tim Nasional (Timnas) Putri Indonesia membantai Kirgistan dengan skor 11-3 dan pada laga kedua, Jumat (17/1), menang telak 6-0 atas India.;;;;;;;;
Skuad Indonesia bakal menghadapi Hong Kong pada laga penutup di GOR Amongrogo, Yogyakarta, Minggu (19/1).;;;;;;;;
Baca juga: Timnas Futsal Putri Indonesia tekuk Kirgistan 11-3;;;;;;;;
"Pewarta: Luqman HakimEditor: Fitri Supratiwi								Copyright © ANTARA 2025"",AntaraNews.com,Liga Indonesia,https://www.antaranews.com/berita/4591458/luis-estrela-yakin-timnas-futsal-putri-mampu-hadapi-hong-kong";;;;;;;;
"PSM Vs PSBS: Dramatis! Juku Eja Diselamatkan Gol Injury Time,""Laga PSM Makassar vs PSBS Biak berakhir 1-1. Gol Joao Pereira Albertino menyelamatkan Juku Eja dari kekalahan di masa injury time.";;;;;;;;
Pada pertandingan yang digelar di Stadion Batakan, Balikpapan, Sabtu (18/1/2025) sore WITA, kedua tim bermain ketat sejak menit awal.;;;;;;;;
PSBS mendapat peluang pertama lewat Ariel pada menit ketujuh tapi bola sepakannya melebar. PSM membalas lewat bola mati pada menit ke-10 tapi bola free kick Victor Luiz bisa disapu.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
PSM mendapat peluang tepat sasaran pertamanya pada menit ke-22 dari sundulan Daisuke Sakai yang tepat mengarah ke tangkapan John Pigai.;;;;;;;;
Semenit berselang, giliran Ariel Gerardo yang mengancam gawang PSM. Beruntung dua kali tendangannya membentur pemain belakang PSM sebelum akhirnya melenceng.;;;;;;;;
